state_name,state,year,Population,Employment,Unemployment ,Unemployment rate,Marginally Food Insecure,Food Insecure,Very Low Food Secure,Gross State Product,Number of low income uninsured children,Percent Low Income Unisured Children,Personal income,Workers' compensation,AFDC/TANF Recipients,AFDC/TANF Caseloads,Food Stamp/SNAP Recipients,Food Stamp/SNAP Caseloads,AFDC/TANF Benefit for 2-Person family,AFDC/TANF Benefit for 3-person family,AFDC/TANF benefit for 4-person family,FS/SNAP Benefit for 1-person family,FS/SNAP Benefit for 2-person family,FS/SNAP Benefit for 3-person family,FS/SNAP Benefit for 4-person family,AFDC/TANF_FS 2-Person Benefit,AFDC/TANF_FS 3-Person Benefit,AFDC/TANF_FS 4-Person Benefit,Child-only AFDC/TANF cases,SSI-Federal,SSI-State,Total SSI,SSI_FS Benefit,Number of Poor (thousands),Poverty Rate,Governor is Democrat (1=Yes),Number in Lower House Democrat,Number in Lower House Republican,Fraction of State House that is Democrat,Number in Upper House Democrat,Number in Upper House Republican,Fraction of State Senate that is Democrat,EITC Phase-In Rate No Dependents,EITC Phase-In Rate 1 Dependent,EITC Phase-In Rate 2 Dependents,EITC Phase-In Rate 3 Dependents,EITC Maximum Credit No Dependents,EITC Maximum Credit 1 Dependent,EITC Maximum Credit 2 Dependents,EITC Maximum Credit 3 Dependents,EITC Phase-Out Rate No Dependents,EITC Phase-Out Rate 1 Dependent,EITC Phase-Out Rate 2 Dependents,EITC Phase-Out Rate 3 Dependents,State EITC Rate,Wisconsin EITC Rate 2 Dependents,Wisconsin EITC Rate 3 Dependents,Refundable State EITC (1=Yes),Federal Minimum Wage,State Minimum Wage,SSI recipients,SSI recipients--Aged,SSI recipients--Blind,SSI recipients--Disabled,Medicaid beneficiaries,WIC participation,NSLP Free Participation,NSLP Reduced Participation,NSLP Total Participation,SBP Free Participation,SBP Reduced Participation,SBP Total Participation
AZ,3,1994,4147561,1974779,129346,6.1,,,,100374,,,83859970,255464,200809,71984,511739,187437,275,347,418,112,206,295,375,481,642,776,15145,446,0,446,533,673,15.9,0,27,33,0.45,17,13,0.57,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,4.25,68559,13363,877,54319,509663,111030,211715,29733,376491,92780,6277,110620
AR,4,1994,2450605,1153107,65319,5.4,,,,51416,,,44297617,26613,69333,26014,282521,107864,162,204,247,112,206,295,375,368,499,622,6866,446,0,446,533,369,15.3,1,90,9,0.91,31,4,0.89,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,4.25,93834,22276,1192,70366,339920,87661,146892,23470,311157,81729,6758,106645
CA,5,1994,31317179,13944739,1311788,8.6,,,,861360,,,740997699,1445767,2639214,908999,3154602,1179193,490,607,723,112,206,295,375,658,829,990,201288,446,157,603,643,5658,17.9,0,47,33,0.59,25,13,0.66,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,4.25,1014147,332217,22403,659527,5007635,837704,1575596,149660,2286092,597470,23369,654969
CO,6,1994,3653910,1952999,86525,4.2,,,,104507,,,87221703,352264,118986,41614,268256,106880,280,356,432,112,206,295,375,486,651,786,6367,446,56,502,572,335,9.0,1,27,38,0.42,12,23,0.34,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,3.00,54589,9633,535,44421,289423,68095,112407,25612,294856,31139,2462,41520
CT,7,1994,3268346,1657825,98471,5.6,,,,113115,,,100067779,130985,165928,59201,222618,96900,549,680,792,112,206,295,375,699,880,1038,6530,446,301,747,744,344,10.8,0,87,64,0.58,20,16,0.56,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,4.27,42707,7696,515,34496,354473,65460,90645,14532,226008,32550,2050,41452
DE,8,1994,708416,366324,18503,4.8,,,,25638,,,17201929,12625,27488,11460,59242,21942,270,338,407,112,206,295,375,476,633,769,2783,446,0,446,533,57,8.3,1,17,24,0.41,15,6,0.71,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,4.25,10271,1659,121,8491,74800,15819,24552,3538,63526,11394,629,14267
DC,9,1994,564982,285776,24756,8.0,,,,46655,,,18319858,26601,73953,27117,90697,41408,330,420,513,112,206,295,375,536,698,843,4476,446,15,461,543,129,21.2,,,,,,,,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,5.25,19852,3421,192,16239,127208,17350,41135,1669,47060,15306,320,16091
FL,10,1994,13961798,6499945,447567,6.4,,,,327167,,,320445032,269087,669419,247087,1474426,606939,241,303,364,112,206,295,375,447,598,738,47852,446,0,446,533,2128,14.9,1,74,46,0.62,22,18,0.55,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,4.25,320038,99622,3281,217135,1727034,290417,688940,91122,1177293,281521,15054,323627
GA,11,1994,7045900,3406072,187891,5.2,,,,187996,,,150306669,58145,393499,141451,830360,329114,235,280,330,112,206,295,375,441,575,705,26595,446,0,446,533,1012,14.0,1,145,35,0.81,45,11,0.80,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,3.25,194087,45696,2609,145782,1084929,212588,419205,61834,959443,197582,16507,258599
HI,12,1994,1173903,552917,32298,5.5,,,,37395,,,30121287,21256,62016,20420,114576,49730,565,712,859,187,343,492,625,893,1145,1381,1806,446,5,451,638,97,8.7,1,45,6,0.88,22,3,0.88,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,5.25,18043,7387,153,10503,120793,24787,39235,11968,139375,15193,2479,26757
ID,13,1994,1135459,555338,31796,5.4,,,,25455,,,21919319,85003,23170,8676,81504,29760,251,317,382,112,206,295,375,457,612,751,1446,446,45,491,564,137,12.0,1,28,56,0.33,21,21,0.50,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,4.25,15728,2022,150,13556,110043,31796,48122,15377,141951,14828,1447,21549
IL,14,1994,11804986,5755545,353103,5.8,,,,347971,,,290484504,42385,712295,240319,1188760,499445,268,367,414,112,206,295,375,474,661,773,32117,446,0,446,533,1464,12.4,0,72,46,0.61,31,28,0.53,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,4.25,260284,35466,2507,222311,1441034,225860,495372,54701,940211,132076,5400,151191
IN,15,1994,5745626,2915071,149257,4.9,,,,143335,,,122830283,25891,216038,73803,517939,194061,229,288,346,112,206,295,375,435,583,721,10408,446,0,446,533,816,13.7,1,52,48,0.52,24,26,0.48,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,3.35,85773,9860,1106,74807,604770,135220,175240,32878,596606,51743,3609,67726
IA,16,1994,2829422,1523726,55535,3.5,,,,70161,,,59005529,9125,110268,39555,195706,78650,361,426,495,112,206,295,375,567,702,830,5287,446,0,446,533,302,10.7,0,55,45,0.55,29,21,0.58,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.065,,,0,4.25,4.65,40787,6271,992,33524,302535,58729,89644,27050,381532,24638,2879,39674
KS,17,1994,2569118,1282791,66060,4.9,,,,63304,,,55822198,51705,86686,30102,191749,75996,352,429,497,112,206,295,375,558,704,832,4146,446,0,446,533,375,14.9,1,63,62,0.50,18,22,0.45,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,2.65,35550,4810,402,30338,251742,57048,93099,28978,307877,40347,5895,60861
KY,18,1994,3823215,1727832,98404,5.4,,,,87646,,,71377080,171059,208033,79840,522339,195987,196,228,285,112,206,295,375,402,523,660,14751,446,0,446,533,710,18.5,1,68,32,0.68,27,11,0.71,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,4.25,155826,25814,1822,128190,637558,114917,222449,37815,506479,115379,10917,156083
LA,19,1994,4306500,1790627,152459,7.8,,,,105119,,,81218487,52292,248163,86915,756438,278020,138,190,234,112,206,295,375,344,485,609,19379,446,0,446,533,1117,25.7,1,89,16,0.85,34,5,0.87,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,4.25,178758,34840,2272,141646,778223,119011,380707,48060,670797,190035,11796,226603
ME,20,1994,1237687,578254,43430,7.0,,,,26543,,,24763124,10157,64333,22934,135784,60716,312,418,526,112,206,295,375,518,696,852,1565,446,10,456,540,113,9.4,0,97,54,0.64,21,14,0.60,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,4.25,29566,6196,286,23084,176998,27309,41638,9454,105178,13195,1311,18912
MD,21,1994,4985411,2540242,141349,5.3,,,,133311,,,131220905,266536,221793,80123,390204,164793,286,366,441,112,206,295,375,492,660,792,12064,446,0,446,533,541,10.7,1,116,25,0.82,38,9,0.81,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.500,,,0,4.25,4.25,78558,16747,831,60980,415101,82640,159418,24531,360999,53593,3947,64103
MA,22,1994,6031352,3007359,193475,6.0,,,,185710,,,162148912,69529,307082,111783,441794,190610,486,579,668,112,206,295,375,655,809,951,14911,446,129,575,623,585,9.7,0,118,37,0.76,25,15,0.63,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,4.25,156642,47037,4558,105047,710490,108256,180038,22029,452134,71541,2293,83050
MI,23,1994,9584481,4519538,288360,6.0,,,,251484,,,216514159,180688,665785,223950,1030671,434143,371,459,563,112,206,295,375,574,725,878,21958,446,14,460,543,1347,14.1,0,61,49,0.55,18,20,0.47,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,3.35,206585,24760,2163,179662,1186621,204675,317626,44756,743665,67463,3109,80333
MN,24,1994,4566028,2452054,104383,4.1,,,,128167,,,106426113,125183,186987,62979,317730,133205,437,532,621,112,206,295,375,621,776,918,6449,446,81,527,590,523,11.7,0,78,56,0.58,46,21,0.69,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.150,,,1,4.25,4.25,59587,10379,757,48451,425563,93176,136969,42208,518137,41091,3666,54300
MS,25,1994,2663450,1170396,78366,6.3,,,,51602,,,44847540,21952,158743,56785,510539,193597,96,120,144,112,206,295,375,302,415,519,14941,446,0,446,533,515,19.9,0,98,23,0.81,43,9,0.83,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,4.25,139612,34134,1514,103964,536916,104137,257552,30995,407981,128025,8644,151032
MO,26,1994,5281206,2630692,140045,5.1,,,,130567,,,113502853,40146,263452,92110,593071,239670,234,292,342,112,206,295,375,440,587,717,12215,446,0,446,533,797,15.6,1,99,64,0.61,23,11,0.68,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,4.25,109841,18461,1084,90296,668765,118973,206337,36729,555273,90444,7265,121307
MT,27,1994,854923,409630,22651,5.2,,,,17062,,,15671892,117253,34852,11908,71377,27821,318,401,484,112,206,295,375,524,684,822,826,446,0,446,533,97,11.5,0,61,39,0.61,29,21,0.58,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,4.25,13292,1728,141,11423,96206,19376,32095,8171,86888,8869,939,11725
NE,28,1994,1621551,862936,23455,2.6,,,,43504,,,35399363,5358,45277,15934,110750,44830,293,364,435,112,206,295,375,499,658,788,4069,446,28,474,552,146,8.8,1,,,,,,,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,4.25,20501,3238,244,17019,164440,34222,55392,19391,203762,14301,1432,19109
NV,29,1994,1456388,761851,50186,6.2,,,,45173,,,36518231,313671,38128,14166,96742,44497,288,348,408,112,206,295,375,494,643,769,3455,446,36,482,558,168,11.1,1,22,19,0.54,10,10,0.50,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,4.25,18952,5773,569,12610,95411,26818,39935,7557,93185,17708,1362,22790
NH,30,1994,1133054,595329,29592,4.7,,,,29190,,,27573320,58603,30345,11475,61565,26208,481,550,613,112,206,295,375,651,789,913,1506,446,27,473,552,87,7.7,0,125,268,0.32,11,13,0.46,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,4.25,9654,1355,100,8199,85555,19264,21794,6308,88108,6189,674,11094
NJ,31,1994,7918796,3782009,276723,6.8,,,,251573,,,224967367,224904,335414,122427,545315,226656,322,424,488,112,206,295,375,528,700,825,20117,446,31,477,555,730,9.2,0,22,58,0.28,13,27,0.33,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,5.05,140375,35569,1150,103656,789692,137277,237169,35899,510902,55298,2719,64027
NM,32,1994,1653329,730712,50631,6.5,,,,41685,,,30470675,24436,102248,33633,243957,86416,283,357,431,112,206,295,375,489,652,785,5321,446,0,446,533,356,21.1,1,49,21,0.70,26,16,0.62,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,4.25,42613,9923,614,32076,268204,51073,116776,17794,184448,48411,3725,58250
NY,33,1994,18156652,8075912,602579,6.9,,,,555322,,,484813019,1424845,1254739,454952,2153627,1003565,468,577,687,112,206,295,375,642,808,965,61976,446,86,532,593,3097,17.0,1,95,55,0.63,26,35,0.43,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.075,,,1,4.25,4.25,563960,144069,3916,415975,2907963,429818,944136,108149,1626994,309541,19408,368677
NC,34,1994,7060959,3524897,161440,4.4,,,,181288,,,149734601,40148,332594,131220,629880,259085,236,272,297,112,206,295,375,442,567,672,26134,446,0,446,533,980,14.2,1,81,39,0.68,36,14,0.72,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,4.25,182385,44924,2521,134940,985273,174934,317356,62208,750573,162385,15408,209135
ND,35,1994,639762,324314,12493,3.7,,,,14304,,,12545156,82573,16458,5877,45408,17990,333,409,501,112,206,295,375,539,690,834,527,446,0,446,533,65,10.4,0,48,58,0.45,27,26,0.51,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,4.25,8888,1930,93,6865,62769,18323,21942,7586,88953,5371,619,9048
OH,36,1994,11111451,5239265,309553,5.6,,,,281925,,,242927557,1828447,684519,250208,1245214,531497,279,341,421,112,206,295,375,485,636,778,43595,446,0,446,533,1571,14.1,0,61,38,0.62,12,21,0.36,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,4.25,235880,22566,2521,210793,1523296,247881,384697,59279,975857,135922,5439,155581
OK,37,1994,3246119,1462579,86330,5.6,,,,68251,,,60728231,360363,131208,46971,376002,150396,251,324,402,112,206,295,375,457,619,765,6410,446,60,506,575,540,16.7,1,68,33,0.67,37,11,0.77,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,4.25,72348,16061,971,55316,390628,87292,172576,38127,366717,82122,10194,109944
OR,38,1994,3087142,1557373,89473,5.4,,,,75393,,,66792632,123529,114043,42135,286342,126794,395,460,565,112,206,295,375,591,726,879,8010,446,2,448,534,373,11.8,1,28,32,0.47,20,10,0.67,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,4.75,45404,7118,636,37650,411311,74683,101816,22132,246127,43888,3804,56425
PA,39,1994,12042545,5523612,369506,6.3,,,,296602,,,275115183,379245,619642,210155,1208314,529797,330,421,514,112,206,295,375,536,698,843,24665,446,32,478,555,1496,12.5,1,107,94,0.53,24,26,0.48,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,4.25,252177,43455,2774,205948,1255358,260052,364342,66015,974961,101787,6597,129690
RI,40,1994,993412,478567,35458,6.9,,,,24354,,,22867101,10274,62843,22654,93784,40456,449,554,632,112,206,295,375,629,791,926,2400,446,64,510,578,99,10.3,1,89,11,0.89,45,5,0.90,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.275,,,0,4.25,4.45,22823,5022,226,17575,114850,20204,31502,3526,57581,6544,105,6986
SC,41,1994,3666456,1728300,114854,6.2,,,,82062,,,69488391,105208,139694,51925,385410,145535,159,200,240,112,206,295,375,365,495,615,15341,446,0,446,533,501,13.8,0,79,43,0.65,33,13,0.72,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,4.25,108476,25259,1761,81456,486110,118346,229199,32303,451003,120672,9382,151279
SD,42,1994,723038,365796,12345,3.3,,,,17330,,,14630902,7566,19105,6926,53283,19417,368,417,464,112,206,295,375,572,696,808,1507,446,15,461,543,107,14.5,0,25,45,0.36,17,18,0.49,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,4.25,13195,2578,140,10477,72151,22816,34917,10976,106459,11295,1061,14547
TN,43,1994,5163016,2531129,128809,4.8,,,,129895,,,106695942,63763,299686,110766,734566,307117,142,185,226,112,206,295,375,348,480,601,19466,446,0,446,533,779,14.6,1,57,42,0.58,20,13,0.61,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,4.25,174539,34793,1948,137798,938711,130378,250829,36874,593875,121433,10763,164345
TX,44,1994,18338319,8793183,609858,6.5,,,,475990,,,375106640,132915,787504,283744,2725788,1001558,158,184,221,112,206,295,375,364,479,596,53510,446,0,446,533,3603,19.1,1,93,57,0.62,22,9,0.71,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,3.35,390346,127750,5624,256972,2513959,602937,1240611,142718,2138169,569938,33996,680359
UT,45,1994,1930436,953282,37509,3.8,,,,42591,,,35050599,117713,49882,17801,127710,46340,332,414,484,112,206,295,375,538,693,822,2684,446,1,447,534,154,8.0,0,31,44,0.41,10,19,0.34,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,4.25,19807,2207,309,17291,157099,55336,71692,31531,246263,16109,2265,21860
VT,46,1994,578900,301185,14430,4.6,,,,13689,,,12122967,4585,27815,9883,64557,28547,536,638,717,112,206,295,375,690,850,986,748,446,55,501,571,45,7.6,1,73,75,0.49,15,15,0.50,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.250,,,1,4.25,4.25,12681,2177,129,10375,94150,16065,16890,3877,48614,6032,687,9100
VA,47,1994,6536771,3262236,166665,4.9,,,,177057,,,159147104,73749,194603,74818,547120,232172,294,354,410,112,206,295,375,500,649,771,16249,446,0,446,533,710,10.7,0,58,41,0.59,22,18,0.55,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,4.25,124855,28895,1622,94338,642947,125204,216052,39564,589671,99894,8870,136649
WA,48,1994,5334896,2559932,179540,6.6,,,,150805,,,126288890,944827,291534,102952,467617,196417,440,546,642,112,206,295,375,623,786,933,15120,446,28,474,552,614,11.7,1,58,40,0.59,24,25,0.49,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,4.90,87892,12903,926,74063,668363,97291,176801,36722,418300,69570,4677,84315
WV,49,1994,1818490,713372,69135,8.8,,,,34592,,,31692701,393052,114314,40729,321380,126025,201,249,312,112,206,295,375,407,544,687,5420,446,0,446,533,336,18.6,1,74,26,0.74,33,1,0.97,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,4.25,64362,8152,727,55483,366638,51195,94133,16153,195129,54907,6142,80709
WI,50,1994,5095504,2701755,127767,4.5,,,,129437,,,113017540,18827,226197,77207,329807,121809,440,517,617,112,206,295,375,623,766,916,13712,446,85,531,592,453,9.0,0,58,41,0.59,19,14,0.58,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.040,0.160,0.500,1,4.25,4.25,109683,19188,1214,89281,473740,105651,146882,33635,486447,24590,1495,30321
WY,51,1994,474982,238226,12442,5.0,,,,14070,,,10022682,74611,16354,5740,34035,12723,320,360,390,112,206,295,375,526,655,757,662,446,10,456,540,45,9.3,0,22,42,0.34,10,20,0.33,0.0765,0.2360,0.3000,0.3000,306,2038,2528,2528,0.0765,0.1598,0.1768,0.1768,0.000,,,0,4.25,1.60,5512,711,53,4748,50544,12156,17115,5540,57482,4630,576,6393
AL,1,1995,4262731,1943878,123566,6.0,,,,95819,,,85362072,52080,117734,46030,524522,208916,137,164,194,115,212,304,386,349,468,580,16463,458,0,458,545,882,20.1,0,73,32,0.70,27,8,0.77,0.0765,0.3400,0.3600,0.3600,314,2094,3110,3110,0.0765,0.1598,0.2022,0.2022,0.000,,,0,4.25,4.25,165093,38052,1465,125576,539251,121979,265322,41797,551060,111592,8557,139136
AK,2,1995,601345,281889,22271,7.3,,,,25449,,,15739275,11086,36856,12426,45448,15326,821,923,1025,147,271,388,492,1035,1223,1399,806,458,362,820,910,45,7.1,1,17,22,0.44,10,10,0.50,0.0765,0.3400,0.3600,0.3600,314,2094,3110,3110,0.0765,0.1598,0.2022,0.2022,0.000,,,0,4.25,4.75,6879,1217,116,5546,68117,19235,20595,4457,44230,4928,505,6822
AZ,3,1995,4306908,2109900,119231,5.3,,,,109906,,,91282721,232649,190199,69609,480195,177974,275,347,418,115,212,304,386,487,651,788,18778,458,0,458,545,700,16.1,0,22,38,0.37,12,18,0.40,0.0765,0.3400,0.3600,0.3600,314,2094,3110,3110,0.0765,0.1598,0.2022,0.2022,0.000,,,0,4.25,4.25,72961,13505,891,58565,493693,122179,226725,31640,400471,97543,6756,117217
AR,4,1995,2480121,1178835,59903,4.8,,,,54612,,,47104707,28221,63278,24296,272174,106525,162,204,247,115,212,304,386,374,508,633,6762,458,0,458,545,376,14.9,1,87,12,0.88,30,5,0.86,0.0765,0.3400,0.3600,0.3600,314,2094,3110,3110,0.0765,0.1598,0.2022,0.2022,0.000,,,0,4.25,4.25,94486,20826,1157,72503,353370,87362,148665,24446,313276,83239,7331,109896
CA,5,1995,31493525,14048225,1197789,7.9,,,,911577,,,779582479,1331220,2679653,919471,3174651,1175562,490,607,723,115,212,304,386,665,838,1002,194904,458,157,615,655,5342,16.7,0,39,41,0.49,22,16,0.58,0.0765,0.3400,0.3600,0.3600,314,2094,3110,3110,0.0765,0.1598,0.2022,0.2022,0.000,,,0,4.25,4.25,1031872,332090,21979,677803,5016645,1003611,1629319,159369,2344065,646677,29171,715418
CO,6,1995,3738061,2039647,85341,4.0,,,,112708,,,94817972,350728,108871,38557,251880,102936,280,356,432,115,212,304,386,492,660,798,6106,458,56,514,584,335,8.8,1,24,41,0.37,16,19,0.46,0.0765,0.3400,0.3600,0.3600,314,2094,3110,3110,0.0765,0.1598,0.2022,0.2022,0.000,,,0,4.25,3.00,56672,9608,552,46512,293723,70617,116358,26819,303242,32506,2889,43915
CT,7,1995,3265293,1639060,95004,5.5,,,,123212,,,105446951,128985,170568,60985,226061,99750,443,543,639,115,212,304,386,632,794,943,7215,458,,458,545,318,9.7,0,91,60,0.60,19,17,0.53,0.0765,0.3400,0.3600,0.3600,314,2094,3110,3110,0.0765,0.1598,0.2022,0.2022,0.000,,,0,4.25,4.27,44661,7668,501,36492,380327,63625,92429,15136,230268,35752,2360,44975
DE,8,1995,718265,369200,16638,4.3,,,,27721,,,18222617,12698,24920,10775,57090,21144,270,338,407,115,212,304,386,482,642,780,2694,458,0,458,545,74,10.3,1,14,27,0.34,15,6,0.71,0.0765,0.3400,0.3600,0.3600,314,2094,3110,3110,0.0765,0.1598,0.2022,0.2022,0.000,,,0,4.25,4.25,10996,1573,120,9303,78555,15444,25731,3868,65792,11382,640,14369
DC,9,1995,551273,273768,26317,8.8,,,,47094,,,18434325,18269,72881,26789,93993,42863,330,420,513,115,212,304,386,542,708,855,4316,458,5,463,549,122,22.2,,,,,,,,0.0765,0.3400,0.3600,0.3600,314,2094,3110,3110,0.0765,0.1598,0.2022,0.2022,0.000,,,0,4.25,5.25,20238,3246,187,16805,138444,17368,44346,1558,49750,16706,306,17493
FL,10,1995,14185403,6656533,389618,5.5,,,,346951,,,344347697,308213,621950,229391,1395296,587967,241,303,364,115,212,304,386,453,607,750,45850,458,0,458,545,2321,16.2,1,63,57,0.53,20,20,0.50,0.0765,0.3400,0.3600,0.3600,314,2094,3110,3110,0.0765,0.1598,0.2022,0.2022,0.000,,,0,4.25,4.25,338246,99038,3255,235953,1735141,317095,709286,95653,1195264,292492,16695,338540
GA,11,1995,7188538,3504765,178161,4.8,,,,203397,,,162222883,59046,382634,139135,815920,328668,235,280,330,115,212,304,386,447,584,716,30776,458,0,458,545,878,12.1,1,114,66,0.63,39,17,0.70,0.0765,0.3400,0.3600,0.3600,314,2094,3110,3110,0.0765,0.1598,0.2022,0.2022,0.000,,,0,4.25,3.25,198933,43666,2549,152718,1147443,217207,437414,64526,979033,219390,19492,291907
HI,12,1995,1180490,552009,34472,5.9,,,,37763,,,30776621,19223,65606,21674,124575,55260,565,712,859,193,354,508,645,905,1162,1402,2306,458,5,463,656,122,10.3,1,44,7,0.86,22,3,0.88,0.0765,0.3400,0.3600,0.3600,314,2094,3110,3110,0.0765,0.1598,0.2022,0.2022,0.000,,,0,4.25,5.25,18731,7552,159,11020,51674,25410,41968,11895,138346,18913,3211,34437
ID,13,1995,1165000,568218,32486,5.4,,,,27762,,,23555311,80596,23910,9071,80255,30066,251,317,382,115,212,304,386,463,621,763,1545,458,37,495,571,167,14.5,0,13,57,0.19,12,23,0.34,0.0765,0.3400,0.3600,0.3600,314,2094,3110,3110,0.0765,0.1598,0.2022,0.2022,0.000,,,0,4.25,4.25,16605,1968,151,14486,115014,31120,48787,15710,139303,15980,1687,22249
